gesture,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
open_hand,650.7390747070312,786.1102294921875,743.6151123046875,755.1004028320312,806.173095703125,671.683349609375,849.4525146484375,584.8561401367188,888.8731079101562,522.1795043945312,746.1519775390625,532.8182373046875,759.1255493164062,425.1622009277344,767.9020385742188,365.5901184082031,773.3086547851562,311.5436096191406,679.5136108398438,525.661376953125,683.21923828125,408.54046630859375,689.8998413085938,341.5166931152344,695.9928588867188,280.4535217285156,613.627685546875,539.6847534179688,610.3350830078125,429.31036376953125,617.0636596679688,367.1336364746094,623.3689575195312,309.7016906738281,549.7285766601562,573.3243408203125,525.9881591796875,489.9622497558594,516.8065185546875,439.5516357421875,513.6488037109375,389.8288269042969
open_hand,652.238525390625,785.2540283203125,745.1339111328125,755.2020874023438,808.9471435546875,673.2064819335938,853.8173828125,587.552001953125,893.6253662109375,526.5743408203125,749.2695922851562,533.7242431640625,763.5498657226562,427.3514099121094,772.9993896484375,368.0003356933594,778.3306274414062,314.11700439453125,682.6226806640625,525.7214965820312,688.0101928710938,409.9068908691406,695.2379760742188,343.4017639160156,701.8314819335938,282.8411560058594,617.2035522460938,539.2027587890625,614.9075927734375,429.81353759765625,622.075927734375,368.05828857421875,628.9605712890625,311.013916015625,552.4925537109375,571.81787109375,529.2067260742188,488.9576110839844,520.3331909179688,438.8711242675781,517.41943359375,389.4403381347656
open_hand,654.5610961914062,781.8285522460938,747.2317504882812,752.8526000976562,811.859130859375,671.5234375,857.412109375,586.229736328125,897.5256958007812,526.1593017578125,753.2833251953125,532.2142333984375,768.3900146484375,426.30059814453125,778.004150390625,367.03765869140625,783.1514892578125,313.1285095214844,686.849365234375,523.4993286132812,692.807373046875,407.74237060546875,699.7257080078125,341.8323974609375,706.3046875,281.4493713378906,621.6353759765625,536.0848388671875,619.7586669921875,427.0325622558594,626.6167602539062,365.75830078125,633.5986328125,308.83905029296875,556.9188842773438,567.8834228515625,533.9313354492188,485.183837890625,525.0525512695312,435.0807800292969,522.1679077148438,385.6842956542969
open_hand,658.51904296875,779.0502319335938,750.800537109375,750.1307373046875,815.6372680664062,668.8609008789062,861.8364868164062,583.947509765625,902.0150756835938,524.6781616210938,755.8716430664062,529.7557373046875,770.6338500976562,424.3309020996094,779.5096435546875,365.09930419921875,784.3685302734375,311.6697082519531,690.2936401367188,520.9310913085938,695.7197265625,405.6059875488281,701.3340454101562,340.0298767089844,707.400146484375,279.78253173828125,625.5153198242188,532.9771728515625,623.3113403320312,424.6190185546875,629.3843994140625,363.5052795410156,635.862060546875,306.601806640625,561.9472045898438,564.7559814453125,539.1949462890625,482.44952392578125,530.3486938476562,432.2888488769531,527.4151611328125,382.78228759765625
open_hand,664.8497924804688,773.930419921875,756.0419311523438,746.0017700195312,821.2154541015625,665.0357055664062,868.7254638671875,579.46533203125,909.27978515625,520.9314575195312,760.5003662109375,529.2653198242188,776.6959228515625,424.3896789550781,787.02783203125,364.7923278808594,792.8883056640625,310.9325866699219,695.77685546875,519.7432861328125,701.880126953125,404.9858093261719,707.4535522460938,339.45166015625,714.4232177734375,279.0449523925781,631.2926025390625,531.4164428710938,629.50634765625,423.342529296875,636.2849731445312,361.77667236328125,643.556396484375,304.53912353515625,568.8893432617188,561.6741943359375,545.5574951171875,479.5595703125,537.3838500976562,428.96954345703125,534.9701538085938,379.0376892089844
open_hand,681.4808959960938,768.4595947265625,772.1429443359375,741.5905151367188,838.5064086914062,660.2291259765625,887.1968994140625,573.6036987304688,928.0330810546875,515.5653076171875,776.6583862304688,524.5838012695312,795.9041748046875,419.0879821777344,807.89013671875,359.9398498535156,813.50341796875,307.1868896484375,712.6463012695312,513.9827880859375,722.5162353515625,398.6673889160156,728.6720581054688,334.1069641113281,736.6201171875,274.1219177246094,649.6956176757812,524.3994140625,649.5419921875,416.2145080566406,657.28125,355.471923828125,665.5248413085938,298.54290771484375,586.4915771484375,554.0169067382812,564.0811157226562,471.1561279296875,557.2512817382812,421.0085754394531,555.4248657226562,371.4189147949219
open_hand,706.523193359375,766.4887084960938,796.2550659179688,740.2225952148438,863.5604248046875,659.48583984375,912.9163208007812,575.0846557617188,956.3347778320312,516.7357177734375,804.7500610351562,519.8970336914062,823.6301879882812,412.86871337890625,835.1764526367188,354.4346923828125,840.3402709960938,302.2738952636719,741.3290405273438,509.1275939941406,746.0504150390625,391.64813232421875,752.7447509765625,328.82476806640625,760.6513061523438,269.92437744140625,675.5817260742188,519.271728515625,673.1025390625,409.4786682128906,682.5650024414062,351.3695373535156,690.3217163085938,294.9121398925781,613.2147216796875,549.2930297851562,590.9666137695312,467.4112548828125,584.4378662109375,418.8428039550781,582.4144287109375,369.6984558105469
open_hand,723.89208984375,761.2890014648438,816.8159790039062,740.1779174804688,885.9989013671875,664.5072021484375,936.292236328125,581.9458618164062,979.6382446289062,525.4962158203125,833.0659790039062,523.4969482421875,852.8148803710938,417.0408630371094,865.8744506835938,358.6664733886719,873.520263671875,306.3192443847656,768.4696655273438,510.2779541015625,777.9284057617188,396.6159973144531,787.8223266601562,332.71527099609375,798.0242309570312,273.2176513671875,704.3232421875,518.8108520507812,705.0845336914062,411.3773193359375,716.0028076171875,350.65185546875,726.7232666015625,295.8936767578125,638.5902099609375,546.0372924804688,620.6702270507812,462.2107849121094,615.4462890625,413.6125793457031,616.6331176757812,366.1387023925781
open_hand,751.5908813476562,763.7656860351562,842.3223876953125,742.163330078125,910.6900634765625,667.2228393554688,960.6010131835938,585.8801879882812,1002.6815795898438,532.1985473632812,855.5158081054688,526.1218872070312,878.059814453125,422.25579833984375,891.4347534179688,362.3341369628906,897.16943359375,308.31683349609375,792.5728149414062,513.1661376953125,806.6720581054688,400.6936340332031,815.6063232421875,335.30072021484375,824.51513671875,275.40277099609375,731.1569213867188,522.6582641601562,735.4129028320312,415.2643737792969,744.9197387695312,353.2643737792969,754.6140747070312,297.0670471191406,667.6513671875,548.6759033203125,650.0936279296875,465.81500244140625,644.2745971679688,415.658203125,643.9112548828125,366.7972717285156
open_hand,777.5227661132812,766.5595703125,868.5540771484375,744.8668823242188,938.0013427734375,667.16455078125,986.2754516601562,583.6063842773438,1026.274658203125,528.1377563476562,880.4727172851562,527.8992919921875,905.0457153320312,423.4697570800781,920.0366821289062,364.1518249511719,926.1394653320312,309.97515869140625,816.5987548828125,513.6754760742188,831.4320068359375,400.1042175292969,840.5399780273438,336.1837463378906,849.861328125,275.8358459472656,754.2528686523438,522.2267456054688,757.8981323242188,414.5072021484375,768.6143188476562,353.3600769042969,778.7879028320312,296.6029357910156,689.9111938476562,547.1451416015625,672.8761596679688,463.8552551269531,669.0013427734375,413.30450439453125,669.2960815429688,363.8137512207031
open_hand,799.8173217773438,765.6612548828125,889.3174438476562,744.7137451171875,958.4880981445312,669.7006225585938,1007.5507202148438,590.1639404296875,1049.060302734375,536.9844360351562,902.4029541015625,527.0152587890625,927.2783813476562,421.655029296875,942.5392456054688,362.5223693847656,948.2990112304688,309.8895263671875,839.1608276367188,512.3905029296875,853.3696899414062,398.2379150390625,863.3035278320312,334.69439697265625,873.2305297851562,276.0335998535156,777.50244140625,520.9812622070312,779.9330444335938,412.20697021484375,790.8404541015625,351.8946838378906,800.9998168945312,295.728515625,713.1251220703125,545.927490234375,694.046875,462.4272155761719,689.4168701171875,412.6846618652344,688.8131713867188,363.7156982421875
open_hand,808.153076171875,758.4267578125,902.8983764648438,741.78466796875,974.2052001953125,671.6134643554688,1024.037841796875,594.8496704101562,1065.92333984375,541.3196411132812,922.2337646484375,526.645751953125,946.0592651367188,420.89166259765625,961.2147827148438,361.9453125,968.77978515625,309.6213684082031,856.34033203125,510.75067138671875,871.6825561523438,398.59954833984375,883.3468017578125,333.9493408203125,894.8363037109375,274.7200927734375,794.5409545898438,517.9269409179688,797.8843383789062,410.2521057128906,809.3904418945312,348.08544921875,821.688720703125,293.90380859375,726.4085083007812,541.986328125,711.3656616210938,456.292236328125,707.6224975585938,406.861083984375,710.197265625,359.8341064453125
open_hand,818.9808349609375,757.5458374023438,914.7044677734375,741.384765625,987.7141723632812,672.5637817382812,1037.9976806640625,597.9478149414062,1079.5697021484375,546.9120483398438,935.9539184570312,527.567626953125,960.4299926757812,422.5153503417969,974.8853759765625,363.1649169921875,980.7936401367188,310.5697021484375,869.6500854492188,510.8258361816406,884.408447265625,398.1843566894531,895.4601440429688,333.970947265625,905.8081665039062,275.1100158691406,806.9141845703125,516.739501953125,809.8348388671875,408.85198974609375,820.697021484375,347.180419921875,831.9472045898438,293.0167236328125,738.006103515625,539.5558471679688,723.2159423828125,454.12200927734375,718.6206665039062,404.2547607421875,720.1671142578125,357.06939697265625
open_hand,822.7919921875,750.97265625,919.3927001953125,735.9246826171875,995.8739013671875,668.0963745117188,1050.804443359375,594.0210571289062,1095.048583984375,543.9828491210938,942.8131713867188,524.3311767578125,969.2340087890625,420.2146301269531,984.199951171875,361.27655029296875,990.8704833984375,307.8666076660156,876.4725952148438,506.7490539550781,892.5726928710938,394.98760986328125,902.9496459960938,331.9100646972656,913.5396118164062,273.3963317871094,812.8944091796875,512.818603515625,816.8653564453125,405.1951904296875,827.3568115234375,344.1561584472656,838.7255859375,290.2264709472656,744.2369995117188,533.6927490234375,729.0994262695312,449.2742004394531,724.2616577148438,399.59356689453125,725.64794921875,352.3847351074219
open_hand,821.7958374023438,752.9559326171875,919.6331787109375,736.5459594726562,997.0907592773438,668.1602783203125,1055.0301513671875,598.564697265625,1104.20849609375,548.4840698242188,945.234375,520.4456787109375,969.7095336914062,418.59906005859375,982.4869995117188,359.707763671875,989.4179077148438,305.95843505859375,881.6757202148438,502.7291564941406,898.6073608398438,396.399658203125,911.4979858398438,329.8387756347656,919.9873046875,270.6555480957031,814.1702880859375,511.1934814453125,824.5052490234375,406.622314453125,836.6317749023438,343.1402893066406,846.84912109375,286.9580383300781,749.8778686523438,532.3795776367188,736.6009521484375,451.1664733886719,731.48388671875,401.31060791015625,730.7616577148438,352.1397399902344
open_hand,821.817626953125,749.224609375,919.8880004882812,733.68994140625,997.5044555664062,666.66748046875,1055.2760009765625,598.1109008789062,1104.6812744140625,549.0728759765625,945.7408447265625,518.2793579101562,971.3441162109375,416.6878356933594,985.2205810546875,357.4753723144531,992.594970703125,303.2641906738281,882.284423828125,500.3017272949219,901.009521484375,394.5066833496094,915.5169067382812,327.54345703125,924.6648559570312,268.28466796875,815.3899536132812,508.94891357421875,826.833251953125,404.3448791503906,840.1642456054688,340.4283447265625,851.0132446289062,284.2926940917969,750.6930541992188,529.4474487304688,738.5091552734375,448.5095520019531,734.147705078125,398.6202697753906,733.9215087890625,349.56060791015625
open_hand,817.0260009765625,744.81982421875,916.3699951171875,730.601318359375,995.9253540039062,664.1958618164062,1053.7186279296875,596.2197875976562,1103.09521484375,547.2676391601562,945.3131103515625,516.4521484375,972.810791015625,415.34393310546875,987.8322143554688,356.2273864746094,995.1190795898438,301.5147399902344,881.2152709960938,497.2958068847656,901.5407104492188,391.9376525878906,917.2344970703125,325.6255187988281,926.704345703125,266.217041015625,813.8892211914062,505.1953430175781,826.6758422851562,400.53839111328125,841.4198608398438,336.571533203125,853.0711669921875,280.5622863769531,748.2759399414062,523.7257690429688,738.8516235351562,442.3963623046875,736.061279296875,391.96612548828125,737.03857421875,342.728759765625
open_hand,809.368896484375,735.9815063476562,909.5225830078125,723.9115600585938,991.1913452148438,659.7991943359375,1049.7755126953125,593.501220703125,1099.1513671875,546.041748046875,941.90576171875,512.600830078125,970.6246948242188,412.84893798828125,986.5468139648438,354.41363525390625,993.8935546875,299.60906982421875,877.0042114257812,492.560302734375,896.7903442382812,387.7314453125,912.8287963867188,322.86810302734375,922.7063598632812,264.1690368652344,808.3987426757812,499.6495056152344,820.3692626953125,395.49481201171875,836.108154296875,332.7834167480469,848.3536376953125,277.3546447753906,741.7330322265625,516.6264038085938,732.822509765625,436.28082275390625,730.6790161132812,386.0418395996094,732.2763671875,336.95343017578125
open_hand,792.654052734375,729.9426879882812,894.3220825195312,716.302978515625,979.1646118164062,649.5663452148438,1037.8648681640625,581.0674438476562,1087.09912109375,532.064697265625,930.94287109375,503.8182678222656,963.2218017578125,403.3531494140625,981.5616455078125,346.8947448730469,989.4071044921875,292.4481201171875,864.29443359375,483.6335754394531,887.2454833984375,377.2153015136719,905.4659423828125,315.9435729980469,916.5505981445312,259.0345458984375,795.4094848632812,491.639404296875,808.91845703125,385.5552978515625,826.7362060546875,326.01220703125,840.4678344726562,272.3827819824219,726.4275512695312,507.27056884765625,720.3392333984375,426.0841369628906,720.4324340820312,376.9783630371094,723.5444946289062,329.210205078125
open_hand,783.4088745117188,713.3641967773438,884.9952392578125,703.533203125,967.4474487304688,640.8019409179688,1022.4739990234375,573.2981567382812,1075.2445068359375,521.997802734375,910.5956420898438,492.83660888671875,946.413818359375,391.5754699707031,965.398193359375,333.99847412109375,972.4201049804688,278.20684814453125,844.1902465820312,473.5659484863281,871.0695190429688,366.8961486816406,885.0883178710938,304.6513977050781,901.3321533203125,245.89938354492188,780.4554443359375,484.00469970703125,791.68017578125,376.0836181640625,810.1181030273438,316.5949401855469,826.6151733398438,263.61419677734375,708.9447631835938,500.9975280761719,701.6803588867188,421.59228515625,704.7078857421875,374.2015686035156,710.528564453125,328.4556884765625
